1<>1<>1<>15:00:00<>Vincenzo D'Amato kicked the ball for 30 yards.
2<>1<>1<>15:00:00<>Stepfan Taylor rushed for 4 yards.
3<>1<>1<>14:22:00<>Josh Nunes passed to Jamal-Rashad Patterson for 6 yards.
4<>1<>1<>13:52:00<>Stepfan Taylor rushed for 3 yards.
5<>1<>1<>13:22:00<>Josh Nunes rushed for 4 yards. Deandre Coleman recovered a fumble from Josh Nunes and returned it for 0 yards.
6<>1<>1<>13:08:00<>Stanford was penalized 15 yards.
7<>1<>1<>12:53:00<>Bryce Treggs lost 5 yards.
8<>1<>1<>12:34:00<>Zach Maynard passed to Keenan Allen for 4 yards.`
9<>1<>1<>12:10:00<>Zach Maynard lost 6 yards. Puka Lopa recovered a fumble from Zach Maynard and returned it for 0 yards.
10<>1<>1<>11:40:00<>Cole Leininger punted for 26 yards. Drew Terrell made a faircatch.
11<>1<>1<>11:33:00<>Remound Wright rushed for 6 yards. STNFRD was penalized 10 yards.
12<>1<>1<>11:12:00<>Stepfan Taylor rushed for 2 yards.
13<>1<>1<>10:30:00<>Josh Nunes passed to Drew Terrell for 17 yards.
14<>1<>1<>9:59:00<>Josh Nunes passed incomplete to Kelsey Young.
15<>1<>1<>9:53:00<>Stepfan Taylor rushed for 39 yards.
16<>1<>1<>9:19:00<>Josh Nunes passed incomplete to Drew Terrell.
17<>1<>1<>9:15:00<>Stepfan Taylor rushed for 4 yards.
18<>1<>1<>8:39:00<>Josh Nunes passed incomplete.
19<>1<>1<>8:33:00<>Jordan Williamson missed a field goal of 40 yards.
20<>1<>1<>8:29:00<>Zach Maynard passed incomplete to Eric Stevens.
21<>1<>1<>8:23:00<>Zach Maynard passed incomplete.
22<>1<>1<>7:58:00<>C.J. Anderson rushed for 3 yards.
23<>1<>1<>7:21:00<>Cole Leininger punted for 44 yards. Drew Terrell returned a punt for 36 yards.
24<>1<>1<>6:23:00<>Anthony Wilkerson rushed for 2 yards. Josh Nunes passed incomplete to Drew Terrell.
25<>1<>1<>6:17:00<>Josh Nunes passed to Zach Ertz for 16 yards.
26<>1<>1<>5:43:00<>Josh Nunes passed incomplete to Jamal-Rashad Patterson.
27<>1<>1<>5:38:00<>Stepfan Taylor rushed for 1 yard.
28<>1<>1<>4:55:00<>CAL was penalized 8 yards.
29<>1<>1<>4:42:00<>Touchdown. Stepfan Taylor rushed for 7 yards.
30<>1<>1<>4:42:00<>Jordan Williamson made the extra point.
31<>1<>1<>4:42:00<>Jordan Williamson kicked the ball for 65 yards. Brendan Bigelow returned the kick for 40 yards.
32<>1<>1<>4:35:00<>Zach Maynard passed to Keenan Allen for 6 yards.
33<>1<>1<>4:15:00<>C.J. Anderson rushed for 2 yards.
34<>1<>1<>3:45:00<>Zach Maynard passed incomplete to Richard Rodgers.
35<>1<>1<>3:42:00<>Cole Leininger punted for 41 yards. Drew Terrell returned a punt for 3 yards.
36<>1<>1<>3:33:00<>Kelsey Young rushed for no gain.
37<>1<>1<>2:52:00<>Josh Nunes passed to Jamal-Rashad Patterson for 7 yards. Jamal-Rashad Patterson recovered a fumble from Jamal-Rashad Patterson and returned it for -1 yards.
38<>1<>1<>2:32:00<>STNFRD was penalized 5 yards.
39<>1<>1<>2:06:00<>Josh Nunes passed incomplete to Zach Ertz.
40<>1<>1<>2:02:00<>Daniel Zychlinski punted for 39 yards. Keenan Allen returned a punt for 29 yards.
41<>1<>1<>1:46:00<>CAL was penalized 10 yards.
42<>1<>1<>1:20:00<>Isi Sofele rushed for 2 yards.
43<>1<>1<>0:48:00<>Zach Maynard passed to Brendan Bigelow for 31 yards.
44<>1<>1<>0:18:00<>C.J. Anderson lost 1 yard.
45<>1<>2<>15:00:00<>Isi Sofele lost 1 yard.
46<>1<>2<>14:24:00<>Zach Maynard rushed for no gain.
47<>1<>2<>13:27:00<>Vincenzo D'Amato made a field goal of 21 yards.
48<>1<>2<>13:47:00<>Vincenzo D'Amato kicked the ball for 65 yards. Touchback
49<>1<>2<>13:47:00<>Josh Nunes passed to Zach Ertz for 68 yards.
50<>1<>2<>13:19:00<>Stepfan Taylor rushed for 3 yards.
51<>1<>2<>12:26:00<>STNFRD was penalized 5 yards.
52<>1<>2<>12:12:00<>Touchdown. Kevin Hogan passed to Levine Toilolo for 9 yards.
53<>1<>2<>12:12:00<>Jordan Williamson made the extra point.
54<>1<>2<>12:12:00<>Jordan Williamson kicked the ball for 61 yards. Brendan Bigelow returned the kick for 16 yards.
55<>1<>2<>12:06:00<>Isi Sofele rushed for 4 yards. STNFRD was penalized 15 yards.
56<>1<>2<>11:51:00<>Zach Maynard passed to Chris Harper for 20 yards.
57<>1<>2<>11:51:00<>Brendan Bigelow rushed for no gain. Chase Thomas recovered a fumble from Brendan Bigelow and returned it for 7 yards.
58<>1<>2<>11:33:00<>Josh Nunes passed to Levine Toilolo for 1 yard.
59<>1<>2<>10:49:00<>Josh Nunes passed to Kelsey Young for 3 yards.
60<>1<>2<>10:06:00<>Josh Nunes rushed for 7 yards.
61<>1<>2<>9:32:00<>Josh Nunes passed to Jamal-Rashad Patterson for 6 yards.
62<>1<>2<>8:47:00<>Josh Nunes passed incomplete to Zach Ertz.
63<>1<>2<>8:43:00<>Josh Nunes passed incomplete to Drew Terrell.
64<>1<>2<>8:37:00<>Daniel Zychlinski punted for 25 yards. Keenan Allen made a faircatch.
