Corey Laufasa<>3<>38<>LB<>246<>Sr<>Seattle, WA
Jeremiah Laufasa<>3<>30<>RB<>216<>So<>Kirkland, WA
Anthony Laurenzi<>3<>61<>DT<>287<>Sr<>Placentia, CA
Robert Lewis<>3<>999<>WR<>160<>Fr<>South Gate, CA
Andrei Lintz<>3<>87<>WR<>250<>Sr<>Bellingham, WA
Casey Locker<>3<>22<>S<>192<>Jr<>Ferndale, WA
Drew Loftus<>3<>32<>WR<>187<>Fr<>Kennewick, WA
Travis Long<>3<>89<>LB<>245<>Sr<>Spokane, WA
Darren Markle<>3<>54<>LB<>224<>Jr<>Meridian, ID
Gabe Marks<>3<>84<>WR<>167<>Fr<>Los Angeles, CA
Marcus Mason<>3<>35<>RB<>190<>So<>Etiwanda, CA
Logan Mayes<>3<>83<>LB<>241<>Fr<>Eugene, OR
Mike McAdie<>3<>34<>DB<>189<>So<>Kennewick, WA
Kyle McCartney<>3<>39<>S<>191<>Sr<>Edmonds, WA
Brett McDonald<>3<>83<>WR<>184<>Fr<>Silverdale, WA
Daniel McDonald<>3<>22<>WR<>183<>So<>Shoreline, WA
Taylor Meighen<>3<>50<>OL<>286<>Sr<>Beaumont, TX
Eduardo Middleton<>3<>73<>OL<>294<>Fr<>Oceanside, CA
Alex Mitchell<>3<>999<>OL<>309<>Fr<>Portland, OR
Darryl Monroe<>3<>13<>LB<>228<>Fr<>Orlando, FL
Isiah Myers<>3<>88<>WR<>176<>So<>Orlando, FL
Michael Newman<>3<>85<>WR<>193<>Fr<>Cle Elum, WA
Joe Njoku<>3<>17<>DB<>190<>Fr<>Tacoma, WA
Ryan Nungester<>3<>32<>WR<>192<>Fr<>Spokane, WA
Eric Oertel<>3<>21<>LB<>210<>Jr<>Racine, WI
Kache Palacio<>3<>40<>LB<>212<>Fr<>Gardena, CA
Darryl Paulo<>3<>52<>DL<>267<>Fr<>Sacramento, CA
Mitchell Peterson<>3<>48<>S<>195<>So<>Spokane, WA
Khalil Pettway<>3<>43<>LB<>213<>Fr<>Culver City, CA
Kalafitoni Pole<>3<>98<>NT<>277<>So<>Union City, CA
Tana Pritchard<>3<>44<>LB<>221<>Fr<>Lakewood, WA
Dylan Rabinowitz<>3<>95<>DE<>235<>Fr<>White Salmon, WA
Bobby Ratliff<>3<>82<>WR<>194<>So<>Etiwanda, CA
Eddie Releford<>3<>78<>DE<>239<>Fr<>Lakewood, WA
Jake Rodgers<>3<>69<>OL<>300<>So<>Spokane, WA
Justin Sagote<>3<>51<>LB<>220<>Jr<>Santa Clara, CA
Niu Sale<>3<>56<>OL<>334<>Jr<>Los Alamitos, CA
BJ Salmonson<>3<>999<>OL<>285<>Fr<>Everson, WA
Chas Sampson<>3<>74<>OL<>301<>Sr<>Fayetteville, NC
Ryan Saparto<>3<>47<>LS<>224<>So<>Everett, WA
Curtis Selz<>3<>51<>LB<>252<>So<>Riverside, OR
Sam Shirley<>3<>56<>OL<>297<>Fr<>Kirkland, WA
Daniel Simmons<>3<>24<>CB<>184<>Sr<>Ontario, CA
Mansel Simmons<>3<>81<>WR<>214<>Fr<>Elk Grove, CA
Matthew Simmons<>3<>36<>S<>195<>So<>Rancho Palos Verdes, CA
Jordan Simone<>3<>19<>S<>178<>So<>Sammamish, WA
Gino Simone<>3<>1<>WR<>184<>Sr<>Sammamish, WA
Travion Smith<>3<>35<>CB<>170<>Sr<>Long Beach, CA
Dan Spitz<>3<>71<>OL<>301<>Sr<>Spokane, WA
Kruger Story<>3<>29<>RB<>182<>Fr<>Brentwood, CA
Chester Su'a<>3<>45<>LB<>224<>So<>Pearl City, HI
Taylor Taliulu<>3<>30<>S<>184<>Fr<>Aiea, HI
Tyree Toomer<>3<>15<>S<>200<>Sr<>Bellflower, CA
Jeff Tuel<>3<>10<>QB<>221<>Sr<>Fresno, CA
Lawrence Tuioti<>3<>30<>RB<>220<>Fr<>Pago Pago,
Jacob Tuivaiave<>3<>999<>LB<>250<>Fr<>Tacoma, WA
Mark Urtz<>3<>39<>WR<>195<>Fr<>Upland, CA
Destiny Vaeao<>3<>97<>DL<>270<>Fr<>Pago Pago,
Pierson Villarrubia<>3<>79<>OL<>270<>Fr<>Mandeville, LA
Jeff Waldner<>3<>74<>DL<>266<>So<>Olympia, WA
Spencer Waseem<>3<>46<>CB<>167<>So<>Apopka, FL
Nolan Washington<>3<>2<>CB<>182<>Jr<>Seattle, WA
Theron West<>3<>29<>RB<>171<>Jr<>Compton, CA
Dominique Williams<>3<>80<>WR<>187<>Fr<>Pomona, CA
Kristoff Williams<>3<>18<>WR<>209<>So<>Antioch, CA
Lenard Williams<>3<>93<>DL<>253<>Sr<>Chesterfield, SC
Marquess Wilson<>3<>86<>WR<>185<>Jr<>Tulare, CA
Carl Winston<>3<>3<>RB<>192<>Sr<>Harbor City, CA
